ticker,company_name,ceo_name,ceo_title,tenure_duration,start_date,education,num_past_roles,num_highlights,linkedin_url,source,fetch_timestamp
AHG,Akso Health Group,Ms. Yilin  Wang,CEO & Chairwoman of the Board,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:40:21.765279
MFA,"MFA FINANCIAL, INC.",Mr. Craig L. Knutson,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:40:29.661645
IRS,IRSA INVESTMENTS & REPRESENTATIONS INC,Mr. Eduardo  Sergio Elsztain,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:40:37.277856
XIFR,"XPLR Infrastructure, LP",Mr. S. Alan Liu,President & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:40:44.824949
MEG,"Montrose Environmental Group, Inc.",Mr. Vijay  Manthripragada,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:40:52.629857
ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:41:00.454050
YDES,YD Bio Ltd,"Dr. J. Douglas Ramsey Jr., Ph.D.","Chairman, CEO & CFO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:41:05.635477
BLND,"Blend Labs, Inc.",Mr. Nima  Ghamsari,"Co-Founder, Chairman, CEO & Head of Blend",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:41:13.231346
FWRG,"First Watch Restaurant Group, Inc.",Mr. Christopher A. Tomasso,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:41:20.994505
HQH,abrdn Healthcare Investors,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:41:28.645793
EYPT,"EyePoint Pharmaceuticals, Inc.",Dr. Jay S. Duker M.D.,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:41:33.871976
AWF,ALLIANCEBERNSTEIN GLOBAL HIGH INCOME FUND INC,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:41:41.716818
SCSC,"SCANSOURCE, INC.",Mr. Michael L. Baur,"Founder, Chairman, CEO & President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:41:46.893088
PLPC,PREFORMED LINE PRODUCTS CO,Mr. Dennis F. McKenna,Chief Executive Officer,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:41:54.681793
IMTX,Immatics N.V.,Dr. Harpreet  Singh Ph.D.,"CEO, MD, Member of Management Board & Executive Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:42:02.542826
MSEX,MIDDLESEX WATER CO,Ms. Nadine M. Duchemin-Leslie,"President, CEO & Chairman of the Board",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:42:10.086503
KBDC,"Kayne Anderson BDC, Inc.",Mr. Douglas L. Goodwillie,Co-CEO & Co-Chief Investment Officer,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:42:17.723736
MGIC,MAGIC SOFTWARE ENTERPRISES LTD,Mr. Yakov  Tsaroya,"Chief Executive Officer of Coretech Consulting Group LLC,",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:42:25.443878
ACEL,"Accel Entertainment, Inc.",Mr. Andrew Harry Rubenstein,"Co-Founder, President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:42:33.100286
NPKI,NPK International Inc.,Mr. Matthew S. Lanigan,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:42:40.823012
ASPI,ASP Isotopes Inc.,"Dr. Gerdus  Kemp M.D., Ph.D.",Medical Director & CEO of Pet Labs,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:42:48.474266
ECO,Okeanis Eco Tankers Corp.,Mr. Aristidis  Alafouzos,Chief Executive Officer,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:42:56.157170
LVWR,"LiveWire Group, Inc.",Mr. Karim  Donnez,Chief Executive Officer,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:43:03.743046
PRME,"Prime Medicine, Inc.",Dr. Allan  Reine M.D.,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:43:11.306325
INMD,InMode Ltd.,Mr. Moshe  Mizrahy,"Co-Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:43:18.876871
SG,"Sweetgreen, Inc.",Mr. Jonathan  Neman,"Co-Founder, Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:43:26.617017
CABO,"Cable One, Inc.",Ms. Julia M. Laulis,"Chairwoman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:43:34.408570
BMBL,Bumble Inc.,Ms. Whitney Wolfe Herd,"Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:43:42.234807
APOG,"APOGEE ENTERPRISES, INC.",Mr. Ty R. Silberhorn,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:43:49.853922
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,Mr. Sergio Damian Faifman,Vice-President of Board & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:43:57.603440
CGBD,"Carlyle Secured Lending, Inc.","Mr. Justin V. Plouffe CFA, J.D.","CEO, President & Interested Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:44:05.392658
GRPN,"Groupon, Inc.",Mr. Dusan  Senkypl,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:44:13.210522
UAN,"CVR PARTNERS, LP",Mr. Mark A. Pytosh,"CEO, President & Director of CVR GP LLC",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:44:20.985291
COHU,COHU INC,Dr. Luis Antonio Müller Ph.D.,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:44:28.837506
FVRR,Fiverr International Ltd.,Mr. Micha  Kaufman,"Co-Founder, CEO & Chairman of the Board",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:44:36.461269
CII,"BlackRock Enhanced Large Cap Core Fund, Inc.",Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:44:44.123415
ORKA,"Oruka Therapeutics, Inc.",Dr. Lawrence Otto Klein Ph.D.,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:44:49.302332
BBW,BUILD-A-BEAR WORKSHOP INC,Ms. Sharon Price John,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:44:57.090846
BOW,Bowhead Specialty Holdings Inc.,Mr. Stephen Jay Sills,"Founder, President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:45:04.679642
EPC,EDGEWELL PERSONAL CARE Co,Mr. Rod R. Little,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:45:12.449045
BBDC,"Barings BDC, Inc.",Mr. Eric James Lloyd,Executive Chairman of the Board & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:45:20.168361
WRLD,WORLD ACCEPTANCE CORP,Mr. Ravin Chad Prashad,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:45:27.958433
FBRT,"Franklin BSP Realty Trust, Inc.",Mr. Richard Jan Byrne,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:45:35.623581
CBL,CBL & ASSOCIATES PROPERTIES INC,Mr. Stephen D. Lebovitz,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:45:43.316184
ASIC,Ategrity Specialty Insurance Co Holdings,Mr. Justin G. Cohen,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:45:51.098453
ATLC,Atlanticus Holdings Corp,Mr. Jeffrey A. Howard,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:45:58.907818
BHRB,Burke & Herbert Financial Services Corp.,Mr. David P. Boyle CPA,Chair & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:46:06.505293
TREE,"LendingTree, Inc.",Mr. Douglas R. Lebda,"Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:46:14.334005
BCSF,"Bain Capital Specialty Finance, Inc.",Mr. Michael Alexander Ewald,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:46:22.024391
OCS,Oculis Holding AG,"Dr. Riad  Sherif M.B.A., M.D.",CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:46:29.756150
SDHC,Smith Douglas Homes Corp.,Mr. Gregory S. Bennett,"President, CEO & Vice Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:46:37.510769
SLSR,Solaris Resources Inc.,Mr. Matthew Charles Rowlinson,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:46:45.063078
REAX,Real Brokerage Inc,Mr. Tamir  Poleg,"Co-Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:46:52.713222
FMBH,"FIRST MID BANCSHARES, INC.",Mr. Joseph R. Dively,CEO & Chairman,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:47:00.583591
MNMD,Mind Medicine (MindMed) Inc.,Mr. Robert  Barrow,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:47:08.340223
NTGR,"NETGEAR, INC.",Mr. Charles J. Prober,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:47:16.299674
AEHR,AEHR TEST SYSTEMS,Mr. Gayn  Erickson,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:47:24.181783
CRSR,"Corsair Gaming, Inc.",Ms. Thi L. La,"CEO, President, COO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:47:31.896059
OSBC,OLD SECOND BANCORP INC,Mr. James L. Eccher,"President, CEO & Chairman of the Board",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:47:39.538499
SANA,"Sana Biotechnology, Inc.",Dr. Steven D. Harr M.D.,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:47:47.328600
SWIM,"Latham Group, Inc.",Mr. Scott M. Rajeski,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:47:55.492404
HEPS,D-MARKET Electronic Services & Trading,Ms. Nilhan  Gokcetekin,Chief Executive Officer,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:48:03.169126
BBOT,"BridgeBio Oncology Therapeutics, Inc.",Mr. Eli M. Wallace Ph.D.,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:48:10.908224
UVSP,UNIVEST FINANCIAL Corp,Mr. Jeffrey M. Schweitzer CPA,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:48:18.620274
LX,LexinFintech Holdings Ltd.,Mr. Wenjie  Xiao,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:48:26.268275
THS,"TreeHouse Foods, Inc.",Mr. Steven T. Oakland,"President, CEO & Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:48:34.130717
MUX,McEwen Inc.,Mr. Robert Ross McEwen,"Chairman, CEO, President & Chief Owner",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:48:41.713646
GHRS,GH Research PLC,"Dr. Velichka  Valcheva M.D., M.Sc.",Chief Executive Officer,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:48:49.425773
URGN,UroGen Pharma Ltd.,Ms. Elizabeth A. Barrett,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:48:57.152791
BETR,Better Home & Finance Holding Co,Mr. Vishal  Garg,"Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:49:04.712553
QNST,"QUINSTREET, INC",Mr. Douglas  Valenti,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:49:12.384102
SPT,"Sprout Social, Inc.",Mr. Ryan Paul Barretto,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:49:20.122290
YSG,Yatsen Holding Ltd,Mr. Jinfeng  Huang,"Founder, CEO & Chairman of the Board of Directors",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:49:27.705124
PCN,PIMCO CORPORATE & INCOME STRATEGY FUND,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:49:35.543521
HIVE,HIVE Digital Technologies Ltd.,Mr. Aydin  Kilic,President & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:49:40.736667
GMRE,Global Medical REIT Inc.,Mr. Mark O. Decker Jr.,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:49:48.324451
RLAY,"Relay Therapeutics, Inc.","Dr. Sanjiv K. Patel M.A., M.B.A., M.D., MBBS","CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:49:56.185714
TRVI,"Trevi Therapeutics, Inc.",Ms. Jennifer L. Good,"Co-Founder, CEO, President, Interim Principal Financial Officer & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:50:03.925611
HPK,"HighPeak Energy, Inc.",Mr. Michael L. Hollis,"Interim CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:50:11.737745
TH,Target Hospitality Corp.,Mr. James Bradley Archer,"CEO, President & Non-Independent Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:50:19.504645
IRMD,IRADIMED CORP,Mr. Roger E. Susi,"Founder, Chairman, CEO & President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:50:27.231387
BMEZ,BlackRock Health Sciences Term Trust,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:50:34.999656
ANGX,"Angel Studios, Inc.",Mr. Neal S. Harmon,"Co-Founder, CEO & Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:50:40.186443
PFLT,PennantPark Floating Rate Capital Ltd.,Mr. Arthur Howard Penn,"Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:50:47.834156
OLPX,"OLAPLEX HOLDINGS, INC.",Ms. Amanda G. Baldwin,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:50:55.506331
HIPO,Hippo Holdings Inc.,"Mr. Richard Lyn McCathron CIC, CPCU","President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:51:03.374341
ODC,Oil-Dri Corp of America,Mr. Daniel S. Jaffee,"Chairman, CEO & President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:51:11.148609
CHY,CALAMOS CONVERTIBLE & HIGH INCOME FUND,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:51:18.882072
CRMD,CorMedix Inc.,Mr. Joseph  Todisco MBA,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:51:24.056591
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:51:31.616251
FPH,"Five Point Holdings, LLC",Mr. Daniel C. Hedigan J.D.,President & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:51:36.844985
NRK,NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:51:44.604914
HLF,HERBALIFE LTD.,Mr. Stephan Paulo Gratziani,President & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:51:49.794513
SSYS,STRATASYS LTD.,Mr. Yoav  Zeif Ph.D.,Chief Executive Officer,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:51:57.393594
HTD,JOHN HANCOCK TAX-ADVANTAGED DIVIDEND INCOME FUND,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:52:05.043833
TIPT,TIPTREE INC.,Mr. Jonathan  Ilany,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:52:10.234334
SMP,"STANDARD MOTOR PRODUCTS, INC.",Mr. Eric Philip Sills,"CEO, President & Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:52:18.084581
PNTG,"Pennant Group, Inc.",Mr. Brent J. Guerisoli,CEO & Chairman,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:52:25.804828
GES,GUESS INC,Mr. Carlos E. Alberini,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:52:33.642865
NBTX,Nanobiotix S.A.,Mr. Laurent  Levy Ph.D.,"Co-Founder, President of the Executive Board & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:52:41.275650
ESQ,"Esquire Financial Holdings, Inc.",Mr. Andrew C. Sagliocca,"Vice Chairman, CEO & President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:52:48.930272
TNDM,TANDEM DIABETES CARE INC,Mr. John F. Sheridan,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:52:56.635549
MRTN,MARTEN TRANSPORT LTD,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:53:04.353902
CTEV,Claritev Corp,Mr. Travis S. Dalton,"CEO, President & Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:53:09.545467
THR,"Thermon Group Holdings, Inc.",Mr. Bruce A. Thames,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:53:17.192165
DLX,DELUXE CORP,Mr. Barry C. McCarthy,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:53:24.868051
CSIQ,Canadian Solar Inc.,Dr. Xiaohua  Qu Ph.D.,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:53:32.626994
BBNX,"Beta Bionics, Inc.",Mr. Sean T. Saint PE,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:53:40.540330
ASA,ASA Gold & Precious Metals Ltd,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:53:48.221912
LQDT,LIQUIDITY SERVICES INC,Mr. William P. Angrick III,"Co-founder, Chairman of the Board of Directors & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T07:53:53.451024
EVER,"EverQuote, Inc.",Mr. Jayme  Mendal,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:10:13.393379
HSTM,HEALTHSTREAM INC,Mr. Robert A. Frist Jr.,"Co-Founder, Chairman of the Board & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:10:21.367193
SLRC,SLR Investment Corp.,Mr. Michael Stuart Gross,"Chairman, President & Co-CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:10:29.147901
ABUS,Arbutus Biopharma Corp,"Ms. Lindsay  Androski J.D., M.B.A.","President, CEO & Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:10:36.948817
EOI,Eaton Vance Enhanced Equity Income Fund,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:10:45.325697
PHK,PIMCO HIGH INCOME FUND,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:10:50.581222
SBSI,SOUTHSIDE BANCSHARES INC,"Mr. Lee R. Gibson III, CPA",CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:10:55.834776
AEVA,"Aeva Technologies, Inc.",Mr. Soroush Salehian Dardashti,"Co-Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:11:03.469652
RZLT,"Rezolute, Inc.",Mr. Nevan Charles Elam J.D.,"Founder, CEO, Principal Financial Officer & Acting Chairman of the Board",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:11:11.123444
AVO,"Mission Produce, Inc.",Mr. Stephen J. Barnard,"Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:11:18.895565
EXOD,"Exodus Movement, Inc.",Mr. Jon Paul Richardson,Chairperson & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:11:26.665866
ODP,ODP Corp,Mr. Gerry P. Smith,CEO & Executive Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:11:34.284815
MQY,"BLACKROCK MUNIYIELD QUALITY FUND, INC.",Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:11:41.898186
PBT,PERMIAN BASIN ROYALTY TRUST,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:11:47.093324
HFWA,HERITAGE FINANCIAL CORP /WA/,Mr. Bryan D. McDonald,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:11:52.279911
NRDS,"NERDWALLET, INC.",Mr. Tim  Chen,"Co-founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:11:59.881445
GERN,GERON CORP,Mr. Harout  Semerjian,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:12:07.666352
KOD,Kodiak Sciences Inc.,Dr. Victor  Perlroth M.D.,"Co-Founder, Chairman, CEO & President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:12:15.366429
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,Mr. Kenneth Donald Fuller,"Chairman, Chief Executive Officer and President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:12:23.061363
CHI,CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:12:30.779340
HNRG,HALLADOR ENERGY CO,Mr. Brent K. Bilsland,"President, CEO & Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:12:35.969422
AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,Mr. Stephen Chunping Chang,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:12:43.597156
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:12:51.314254
HBNC,HORIZON BANCORP INC /IN/,Mr. Thomas M. Prame,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:12:56.608793
CFFN,"Capitol Federal Financial, Inc.",Mr. John B. Dicus,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:13:04.368666
AMSF,AMERISAFE INC,Ms. Gerry Janelle Frost,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:13:11.932354
UTL,UNITIL CORP,Mr. Thomas P. Meissner Jr.,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:13:19.744164
BLDP,Ballard Power Systems Inc.,Mr. Marty T. Neese J.D.,"CEO, President & Independent Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:13:27.362295
ODV,Osisko Development Corp.,Mr. Sean E. O. Roosen Eng.,Non-Independent Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:13:35.007278
GETY,"Getty Images Holdings, Inc.",Mr. Craig  Peters,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:13:42.748594
NXDR,"Nextdoor Holdings, Inc.",Mr. Nirav N. Tolia,"Co-Founder, CEO, President & Chairperson of the Board",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:13:50.329845
AMAL,Amalgamated Financial Corp.,Ms. Priscilla Sims Brown,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:13:57.942974
EMBC,Embecta Corp.,Mr. Devdatt  Kurdikar Ph.D.,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:14:05.526375
NEGG,"Newegg Commerce, Inc.",Mr. Anthony K.  Chow,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:14:13.381015
CPF,CENTRAL PACIFIC FINANCIAL CORP,Mr. Arnold D. Martines,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:14:21.113403
SMWB,SIMILARWEB LTD.,Mr. Or  Offer,"Co-Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:14:28.725166
ERII,"Energy Recovery, Inc.",Mr. David W. Moon,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T08:14:36.496159
